Experiment parameters,,,,,
2642,6982,0825_ResShift.png,0825_SwinIR.png,0825_ResShift.png,2
2642,6982,0825_BSRGAN.png,0825_SwinIR.png,0825_BSRGAN.png,2
2642,6982,0825_ResShift.png,0825_RealESRGAN.png,0825_RealESRGAN.png,3
2642,6982,0825_SwinIR.png,0825_RealESRGAN.png,0825_RealESRGAN.png,3
2642,6983,0825_SwinIR.png,0825_BSRGAN.png,0825_SwinIR.png,44
2642,6983,0825_ResShift.png,0825_SwinIR.png,0825_SwinIR.png,13
2642,6983,0825_BSRGAN.png,0825_ResShift.png,0825_ResShift.png,62
2642,6983,0825_SwinIR.png,0825_RealESRGAN.png,0825_SwinIR.png,38
2642,6983,0825_RealESRGAN.png,0825_ResShift.png,0825_RealESRGAN.png,26
2642,6983,0825_RealESRGAN.png,0825_BSRGAN.png,0825_BSRGAN.png,23
2642,6983,0841_SwinIR.png,0841_RealESRGAN.png,0841_SwinIR.png,38
2642,6983,0841_BSRGAN.png,0841_RealESRGAN.png,0841_RealESRGAN.png,19
2642,6983,0841_ResShift.png,0841_SwinIR.png,0841_ResShift.png,31
2642,6983,0841_ResShift.png,0841_RealESRGAN.png,0841_RealESRGAN.png,11
2642,6983,0841_BSRGAN.png,0841_ResShift.png,0841_ResShift.png,34
2642,6983,0841_BSRGAN.png,0841_SwinIR.png,0841_SwinIR.png,12
2642,6983,0862_SwinIR.png,0862_BSRGAN.png,0862_SwinIR.png,37
2642,6983,0862_ResShift.png,0862_SwinIR.png,0862_ResShift.png,10
2642,6983,0862_RealESRGAN.png,0862_BSRGAN.png,0862_BSRGAN.png,35
2642,6983,0862_RealESRGAN.png,0862_SwinIR.png,0862_SwinIR.png,4
2642,6983,0862_ResShift.png,0862_BSRGAN.png,0862_ResShift.png,4
2642,6983,0862_ResShift.png,0862_RealESRGAN.png,0862_ResShift.png,2
2642,6983,0814_SwinIR.png,0814_RealESRGAN.png,0814_RealESRGAN.png,50
2642,6983,0814_ResShift.png,0814_RealESRGAN.png,0814_RealESRGAN.png,14
2642,6983,0814_BSRGAN.png,0814_ResShift.png,0814_ResShift.png,11
2642,6983,0814_BSRGAN.png,0814_RealESRGAN.png,0814_RealESRGAN.png,8
2642,6983,0814_SwinIR.png,0814_ResShift.png,0814_SwinIR.png,11
2642,6983,0814_SwinIR.png,0814_BSRGAN.png,0814_SwinIR.png,5
2642,6983,0887_ResShift.png,0887_RealESRGAN.png,0887_ResShift.png,37
2642,6983,0887_RealESRGAN.png,0887_SwinIR.png,0887_SwinIR.png,11
2642,6983,0887_BSRGAN.png,0887_SwinIR.png,0887_BSRGAN.png,22
2642,6983,0887_ResShift.png,0887_SwinIR.png,0887_ResShift.png,8
2642,6983,0887_BSRGAN.png,0887_ResShift.png,0887_ResShift.png,11
2642,6983,0887_BSRGAN.png,0887_RealESRGAN.png,0887_BSRGAN.png,10
2642,6983,0837_RealESRGAN.png,0837_BSRGAN.png,0837_RealESRGAN.png,17
2642,6983,0837_BSRGAN.png,0837_ResShift.png,0837_ResShift.png,17
2642,6983,0837_ResShift.png,0837_RealESRGAN.png,0837_ResShift.png,8
2642,6983,0837_ResShift.png,0837_SwinIR.png,0837_SwinIR.png,19
2642,6983,0837_SwinIR.png,0837_BSRGAN.png,0837_SwinIR.png,10
2642,6983,0837_RealESRGAN.png,0837_SwinIR.png,0837_RealESRGAN.png,7
2642,6983,0896_RealESRGAN.png,0896_ResShift.png,0896_ResShift.png,7
2642,6983,0896_SwinIR.png,0896_BSRGAN.png,0896_BSRGAN.png,10
2642,6983,0896_ResShift.png,0896_BSRGAN.png,0896_ResShift.png,13
2642,6983,0896_BSRGAN.png,0896_RealESRGAN.png,0896_BSRGAN.png,8
2642,6983,0896_ResShift.png,0896_SwinIR.png,0896_ResShift.png,3
2642,6983,0896_SwinIR.png,0896_RealESRGAN.png,0896_RealESRGAN.png,15
2642,6983,0819_BSRGAN.png,0819_ResShift.png,0819_ResShift.png,14
2642,6983,0819_RealESRGAN.png,0819_SwinIR.png,0819_SwinIR.png,12
2642,6983,0819_ResShift.png,0819_SwinIR.png,0819_ResShift.png,25
2642,6983,0819_SwinIR.png,0819_BSRGAN.png,0819_SwinIR.png,11
2642,6983,0819_RealESRGAN.png,0819_ResShift.png,0819_ResShift.png,3
2642,6983,0819_BSRGAN.png,0819_RealESRGAN.png,0819_BSRGAN.png,13
2642,6983,0874_RealESRGAN.png,0874_BSRGAN.png,0874_BSRGAN.png,18
2642,6983,0874_SwinIR.png,0874_BSRGAN.png,0874_SwinIR.png,8
2642,6983,0874_RealESRGAN.png,0874_SwinIR.png,0874_SwinIR.png,2
2642,6983,0874_RealESRGAN.png,0874_ResShift.png,0874_ResShift.png,3
2642,6983,0874_ResShift.png,0874_BSRGAN.png,0874_ResShift.png,3
2642,6983,0874_ResShift.png,0874_SwinIR.png,0874_ResShift.png,7
2642,6983,0809_SwinIR.png,0809_ResShift.png,0809_ResShift.png,10
2642,6983,0809_BSRGAN.png,0809_SwinIR.png,0809_SwinIR.png,4
2642,6983,0809_BSRGAN.png,0809_RealESRGAN.png,0809_RealESRGAN.png,2
2642,6983,0809_BSRGAN.png,0809_ResShift.png,0809_ResShift.png,2
2642,6983,0809_RealESRGAN.png,0809_SwinIR.png,0809_SwinIR.png,3
2642,6983,0809_RealESRGAN.png,0809_ResShift.png,0809_ResShift.png,2
2642,6984,0887_ResShift.png,0887_BSRGAN.png,0887_BSRGAN.png,7
2642,6984,0887_SwinIR.png,0887_ResShift.png,0887_SwinIR.png,12
2642,6984,0887_BSRGAN.png,0887_RealESRGAN.png,0887_RealESRGAN.png,4
2642,6984,0887_SwinIR.png,0887_BSRGAN.png,0887_SwinIR.png,3
2642,6984,0887_RealESRGAN.png,0887_SwinIR.png,0887_SwinIR.png,5
2642,6984,0887_ResShift.png,0887_RealESRGAN.png,0887_RealESRGAN.png,2
2642,6984,0841_ResShift.png,0841_SwinIR.png,0841_ResShift.png,4
2642,6984,0841_RealESRGAN.png,0841_SwinIR.png,0841_SwinIR.png,2
2642,6984,0841_RealESRGAN.png,0841_BSRGAN.png,0841_BSRGAN.png,3
2642,6984,0841_RealESRGAN.png,0841_ResShift.png,0841_ResShift.png,2
2642,6984,0841_BSRGAN.png,0841_SwinIR.png,0841_SwinIR.png,2
2642,6984,0841_BSRGAN.png,0841_ResShift.png,0841_ResShift.png,2
2642,6984,0837_BSRGAN.png,0837_SwinIR.png,0837_SwinIR.png,5
2642,6984,0837_ResShift.png,0837_SwinIR.png,0837_ResShift.png,2
2642,6984,0837_ResShift.png,0837_RealESRGAN.png,0837_RealESRGAN.png,3
2642,6984,0837_RealESRGAN.png,0837_BSRGAN.png,0837_RealESRGAN.png,4
2642,6984,0837_SwinIR.png,0837_RealESRGAN.png,0837_RealESRGAN.png,2
2642,6984,0837_BSRGAN.png,0837_ResShift.png,0837_ResShift.png,3
2642,6984,0896_RealESRGAN.png,0896_BSRGAN.png,0896_BSRGAN.png,10
2642,6984,0896_SwinIR.png,0896_ResShift.png,0896_ResShift.png,3
2642,6984,0896_BSRGAN.png,0896_SwinIR.png,0896_BSRGAN.png,2
2642,6984,0896_BSRGAN.png,0896_ResShift.png,0896_ResShift.png,2
2642,6984,0896_SwinIR.png,0896_RealESRGAN.png,0896_RealESRGAN.png,4
2642,6984,0896_RealESRGAN.png,0896_ResShift.png,0896_ResShift.png,2
2642,6984,0825_BSRGAN.png,0825_SwinIR.png,0825_SwinIR.png,11
2642,6984,0825_RealESRGAN.png,0825_ResShift.png,0825_RealESRGAN.png,3
2642,6984,0825_BSRGAN.png,0825_RealESRGAN.png,0825_RealESRGAN.png,2
2642,6984,0825_RealESRGAN.png,0825_SwinIR.png,0825_RealESRGAN.png,2
2642,6984,0825_ResShift.png,0825_BSRGAN.png,0825_ResShift.png,2
2642,6984,0825_SwinIR.png,0825_ResShift.png,0825_ResShift.png,4
2642,6984,0809_ResShift.png,0809_BSRGAN.png,0809_ResShift.png,5
2642,6984,0809_SwinIR.png,0809_BSRGAN.png,0809_SwinIR.png,5
2642,6984,0809_SwinIR.png,0809_RealESRGAN.png,0809_RealESRGAN.png,2
2642,6984,0809_RealESRGAN.png,0809_ResShift.png,0809_ResShift.png,3
2642,6984,0809_BSRGAN.png,0809_RealESRGAN.png,0809_RealESRGAN.png,3
2642,6984,0809_SwinIR.png,0809_ResShift.png,0809_ResShift.png,1
2642,6984,0814_BSRGAN.png,0814_RealESRGAN.png,0814_RealESRGAN.png,3
2642,6984,0814_ResShift.png,0814_SwinIR.png,0814_SwinIR.png,2
2642,6984,0814_RealESRGAN.png,0814_SwinIR.png,0814_SwinIR.png,4
2642,6984,0814_RealESRGAN.png,0814_ResShift.png,0814_ResShift.png,3
2642,6984,0814_ResShift.png,0814_BSRGAN.png,0814_ResShift.png,2
2642,6984,0814_BSRGAN.png,0814_SwinIR.png,0814_SwinIR.png,1
2642,6984,0874_SwinIR.png,0874_ResShift.png,0874_ResShift.png,9
2642,6984,0874_BSRGAN.png,0874_RealESRGAN.png,0874_RealESRGAN.png,3
2642,6984,0874_RealESRGAN.png,0874_ResShift.png,0874_ResShift.png,9
2642,6984,0874_SwinIR.png,0874_RealESRGAN.png,0874_RealESRGAN.png,2
2642,6984,0874_BSRGAN.png,0874_SwinIR.png,0874_BSRGAN.png,2
2642,6984,0874_BSRGAN.png,0874_ResShift.png,0874_ResShift.png,1
2642,6984,0819_SwinIR.png,0819_ResShift.png,0819_ResShift.png,4
2642,6984,0819_RealESRGAN.png,0819_SwinIR.png,0819_RealESRGAN.png,1
2642,6984,0819_RealESRGAN.png,0819_ResShift.png,0819_ResShift.png,1
2642,6984,0819_BSRGAN.png,0819_ResShift.png,0819_ResShift.png,2
2642,6984,0819_BSRGAN.png,0819_SwinIR.png,0819_SwinIR.png,3
2642,6984,0819_BSRGAN.png,0819_RealESRGAN.png,0819_RealESRGAN.png,2
2642,6984,0862_BSRGAN.png,0862_SwinIR.png,0862_BSRGAN.png,3
2642,6984,0862_SwinIR.png,0862_RealESRGAN.png,0862_RealESRGAN.png,6
2642,6984,0862_ResShift.png,0862_RealESRGAN.png,0862_ResShift.png,1
2642,6984,0862_BSRGAN.png,0862_ResShift.png,0862_ResShift.png,1
2642,6984,0862_SwinIR.png,0862_ResShift.png,0862_ResShift.png,1
2642,6984,0862_RealESRGAN.png,0862_BSRGAN.png,0862_RealESRGAN.png,1
2642,6985,0862_BSRGAN.png,0862_SwinIR.png,0862_BSRGAN.png,14
2642,6985,0862_RealESRGAN.png,0862_SwinIR.png,0862_RealESRGAN.png,5
2642,6985,0862_BSRGAN.png,0862_RealESRGAN.png,0862_BSRGAN.png,6
2642,6985,0862_ResShift.png,0862_BSRGAN.png,0862_BSRGAN.png,4
2642,6985,0862_SwinIR.png,0862_ResShift.png,0862_ResShift.png,8
2642,6985,0862_ResShift.png,0862_RealESRGAN.png,0862_ResShift.png,2
2642,6985,0887_BSRGAN.png,0887_RealESRGAN.png,0887_BSRGAN.png,7
2642,6985,0887_RealESRGAN.png,0887_SwinIR.png,0887_SwinIR.png,2
2642,6985,0887_RealESRGAN.png,0887_ResShift.png,0887_ResShift.png,2
2642,6985,0887_ResShift.png,0887_BSRGAN.png,0887_ResShift.png,5
2642,6985,0887_SwinIR.png,0887_BSRGAN.png,0887_SwinIR.png,5
2642,6985,0887_SwinIR.png,0887_ResShift.png,0887_ResShift.png,7
2642,6985,0841_ResShift.png,0841_BSRGAN.png,0841_ResShift.png,4
2642,6985,0841_ResShift.png,0841_SwinIR.png,0841_ResShift.png,10
2642,6985,0841_RealESRGAN.png,0841_SwinIR.png,0841_RealESRGAN.png,11
2642,6985,0841_BSRGAN.png,0841_SwinIR.png,0841_SwinIR.png,6
2642,6985,0841_RealESRGAN.png,0841_ResShift.png,0841_ResShift.png,4
2642,6985,0841_BSRGAN.png,0841_RealESRGAN.png,0841_RealESRGAN.png,6
2642,6985,0825_BSRGAN.png,0825_RealESRGAN.png,0825_RealESRGAN.png,7
2642,6985,0825_RealESRGAN.png,0825_SwinIR.png,0825_SwinIR.png,7
2642,6985,0825_BSRGAN.png,0825_ResShift.png,0825_ResShift.png,4
2642,6985,0825_RealESRGAN.png,0825_ResShift.png,0825_RealESRGAN.png,5
2642,6985,0825_BSRGAN.png,0825_SwinIR.png,0825_SwinIR.png,4
2642,6985,0825_SwinIR.png,0825_ResShift.png,0825_ResShift.png,5
2642,6985,0896_RealESRGAN.png,0896_ResShift.png,0896_ResShift.png,9
2642,6985,0896_ResShift.png,0896_SwinIR.png,0896_ResShift.png,4
2642,6985,0896_SwinIR.png,0896_RealESRGAN.png,0896_RealESRGAN.png,4
2642,6985,0896_RealESRGAN.png,0896_BSRGAN.png,0896_RealESRGAN.png,5
2642,6985,0896_ResShift.png,0896_BSRGAN.png,0896_ResShift.png,2
2642,6985,0896_SwinIR.png,0896_BSRGAN.png,0896_SwinIR.png,2
2642,6985,0837_RealESRGAN.png,0837_BSRGAN.png,0837_RealESRGAN.png,7
2642,6985,0837_SwinIR.png,0837_ResShift.png,0837_ResShift.png,3
2642,6985,0837_ResShift.png,0837_RealESRGAN.png,0837_RealESRGAN.png,2
2642,6985,0837_ResShift.png,0837_BSRGAN.png,0837_ResShift.png,4
2642,6985,0837_SwinIR.png,0837_RealESRGAN.png,0837_SwinIR.png,7
2642,6985,0837_SwinIR.png,0837_BSRGAN.png,0837_BSRGAN.png,7
2642,6985,0809_SwinIR.png,0809_BSRGAN.png,0809_SwinIR.png,3
2642,6985,0809_RealESRGAN.png,0809_BSRGAN.png,0809_RealESRGAN.png,2
2642,6985,0809_SwinIR.png,0809_RealESRGAN.png,0809_RealESRGAN.png,2
2642,6985,0809_ResShift.png,0809_RealESRGAN.png,0809_RealESRGAN.png,2
2642,6985,0809_BSRGAN.png,0809_ResShift.png,0809_ResShift.png,4
2642,6985,0809_SwinIR.png,0809_ResShift.png,0809_SwinIR.png,2
2642,6985,0874_BSRGAN.png,0874_SwinIR.png,0874_SwinIR.png,8
2642,6985,0874_RealESRGAN.png,0874_BSRGAN.png,0874_RealESRGAN.png,2
2642,6985,0874_ResShift.png,0874_RealESRGAN.png,0874_RealESRGAN.png,2
2642,6985,0874_SwinIR.png,0874_RealESRGAN.png,0874_SwinIR.png,4
2642,6985,0874_ResShift.png,0874_SwinIR.png,0874_ResShift.png,2
2642,6985,0874_BSRGAN.png,0874_ResShift.png,0874_ResShift.png,6
2642,6985,0819_SwinIR.png,0819_BSRGAN.png,0819_SwinIR.png,4
2642,6985,0819_BSRGAN.png,0819_RealESRGAN.png,0819_RealESRGAN.png,1
2642,6985,0819_SwinIR.png,0819_ResShift.png,0819_SwinIR.png,2
2642,6985,0819_RealESRGAN.png,0819_SwinIR.png,0819_RealESRGAN.png,4
2642,6985,0819_RealESRGAN.png,0819_ResShift.png,0819_RealESRGAN.png,3
2642,6985,0819_ResShift.png,0819_BSRGAN.png,0819_ResShift.png,3
2642,6985,0814_SwinIR.png,0814_RealESRGAN.png,0814_SwinIR.png,5
2642,6985,0814_RealESRGAN.png,0814_ResShift.png,0814_RealESRGAN.png,3
2642,6985,0814_RealESRGAN.png,0814_BSRGAN.png,0814_BSRGAN.png,1
2642,6985,0814_ResShift.png,0814_BSRGAN.png,0814_ResShift.png,1
2642,6985,0814_SwinIR.png,0814_BSRGAN.png,0814_SwinIR.png,5
2642,6985,0814_ResShift.png,0814_SwinIR.png,0814_ResShift.png,1
2642,6986,0887_SwinIR.png,0887_BSRGAN.png,0887_SwinIR.png,35
2642,6986,0887_RealESRGAN.png,0887_ResShift.png,0887_RealESRGAN.png,7
2642,6986,0887_SwinIR.png,0887_ResShift.png,0887_ResShift.png,17
2642,6986,0887_ResShift.png,0887_BSRGAN.png,0887_ResShift.png,21
2642,6986,0887_SwinIR.png,0887_RealESRGAN.png,0887_RealESRGAN.png,12
2642,6986,0887_RealESRGAN.png,0887_BSRGAN.png,0887_RealESRGAN.png,3
2642,6986,0874_BSRGAN.png,0874_RealESRGAN.png,0874_RealESRGAN.png,24
2642,6986,0874_BSRGAN.png,0874_SwinIR.png,0874_SwinIR.png,7
2642,6986,0874_BSRGAN.png,0874_ResShift.png,0874_ResShift.png,3
2642,6986,0874_RealESRGAN.png,0874_SwinIR.png,0874_SwinIR.png,6
2642,6986,0874_ResShift.png,0874_SwinIR.png,0874_ResShift.png,5
2642,6986,0874_ResShift.png,0874_RealESRGAN.png,0874_RealESRGAN.png,11
2642,6986,0809_SwinIR.png,0809_ResShift.png,0809_ResShift.png,11
2642,6986,0809_BSRGAN.png,0809_SwinIR.png,0809_SwinIR.png,2
2642,6986,0809_RealESRGAN.png,0809_BSRGAN.png,0809_BSRGAN.png,4
2642,6986,0809_RealESRGAN.png,0809_SwinIR.png,0809_SwinIR.png,2
2642,6986,0809_ResShift.png,0809_RealESRGAN.png,0809_ResShift.png,7
2642,6986,0809_ResShift.png,0809_BSRGAN.png,0809_ResShift.png,4
2642,6986,0825_SwinIR.png,0825_BSRGAN.png,0825_BSRGAN.png,24
2642,6986,0825_RealESRGAN.png,0825_BSRGAN.png,0825_BSRGAN.png,6
2642,6986,0825_SwinIR.png,0825_ResShift.png,0825_ResShift.png,6
2642,6986,0825_ResShift.png,0825_BSRGAN.png,0825_BSRGAN.png,3
2642,6986,0825_ResShift.png,0825_RealESRGAN.png,0825_RealESRGAN.png,2
2642,6986,0825_RealESRGAN.png,0825_SwinIR.png,0825_RealESRGAN.png,3
2642,6986,0862_ResShift.png,0862_SwinIR.png,0862_SwinIR.png,14
2642,6986,0862_ResShift.png,0862_BSRGAN.png,0862_BSRGAN.png,2
2642,6986,0862_BSRGAN.png,0862_RealESRGAN.png,0862_BSRGAN.png,2
2642,6986,0862_SwinIR.png,0862_BSRGAN.png,0862_BSRGAN.png,1
2642,6986,0862_SwinIR.png,0862_RealESRGAN.png,0862_SwinIR.png,1
2642,6986,0862_RealESRGAN.png,0862_ResShift.png,0862_ResShift.png,1
2642,6986,0814_RealESRGAN.png,0814_ResShift.png,0814_ResShift.png,12
2642,6986,0814_SwinIR.png,0814_RealESRGAN.png,0814_RealESRGAN.png,7
2642,6986,0814_BSRGAN.png,0814_SwinIR.png,0814_SwinIR.png,3
2642,6986,0814_RealESRGAN.png,0814_BSRGAN.png,0814_BSRGAN.png,8
2642,6986,0814_ResShift.png,0814_BSRGAN.png,0814_ResShift.png,2
2642,6986,0814_SwinIR.png,0814_ResShift.png,0814_ResShift.png,2
2642,6986,0841_ResShift.png,0841_SwinIR.png,0841_SwinIR.png,7
2642,6986,0841_RealESRGAN.png,0841_SwinIR.png,0841_SwinIR.png,2
2642,6986,0841_RealESRGAN.png,0841_BSRGAN.png,0841_RealESRGAN.png,1
2642,6986,0841_ResShift.png,0841_BSRGAN.png,0841_BSRGAN.png,2
2642,6986,0841_RealESRGAN.png,0841_ResShift.png,0841_ResShift.png,1
2642,6986,0841_BSRGAN.png,0841_SwinIR.png,0841_SwinIR.png,2
2642,6986,0819_ResShift.png,0819_BSRGAN.png,0819_ResShift.png,14
2642,6986,0819_BSRGAN.png,0819_RealESRGAN.png,0819_RealESRGAN.png,2
2642,6986,0819_BSRGAN.png,0819_SwinIR.png,0819_BSRGAN.png,1
2642,6986,0819_ResShift.png,0819_SwinIR.png,0819_SwinIR.png,1
2642,6986,0819_RealESRGAN.png,0819_SwinIR.png,0819_RealESRGAN.png,2
2642,6986,0819_RealESRGAN.png,0819_ResShift.png,0819_ResShift.png,1
2642,6986,0896_SwinIR.png,0896_ResShift.png,0896_ResShift.png,4
2642,6986,0896_ResShift.png,0896_RealESRGAN.png,0896_RealESRGAN.png,2
2642,6986,0896_BSRGAN.png,0896_ResShift.png,0896_ResShift.png,2
2642,6986,0896_RealESRGAN.png,0896_BSRGAN.png,0896_BSRGAN.png,1
2642,6986,0896_BSRGAN.png,0896_SwinIR.png,0896_SwinIR.png,1
2642,6986,0896_SwinIR.png,0896_RealESRGAN.png,0896_SwinIR.png,1
2642,6986,0837_ResShift.png,0837_SwinIR.png,0837_ResShift.png,5
2642,6986,0837_RealESRGAN.png,0837_SwinIR.png,0837_SwinIR.png,1
2642,6986,0837_BSRGAN.png,0837_SwinIR.png,0837_BSRGAN.png,2
2642,6986,0837_ResShift.png,0837_RealESRGAN.png,0837_RealESRGAN.png,5
2642,6986,0837_ResShift.png,0837_BSRGAN.png,0837_BSRGAN.png,3
2642,6986,0837_BSRGAN.png,0837_RealESRGAN.png,0837_RealESRGAN.png,2
2642,6987,0874_SwinIR.png,0874_ResShift.png,0874_SwinIR.png,49
2642,6987,0874_SwinIR.png,0874_BSRGAN.png,0874_SwinIR.png,21
2642,6987,0874_RealESRGAN.png,0874_ResShift.png,0874_RealESRGAN.png,14
2642,6987,0874_BSRGAN.png,0874_ResShift.png,0874_BSRGAN.png,26
2642,6987,0874_RealESRGAN.png,0874_BSRGAN.png,0874_RealESRGAN.png,10
2642,6987,0874_RealESRGAN.png,0874_SwinIR.png,0874_SwinIR.png,18
2642,6987,0887_SwinIR.png,0887_ResShift.png,0887_ResShift.png,10
2642,6987,0887_BSRGAN.png,0887_RealESRGAN.png,0887_RealESRGAN.png,11
2642,6987,0887_SwinIR.png,0887_BSRGAN.png,0887_SwinIR.png,15
2642,6987,0887_ResShift.png,0887_RealESRGAN.png,0887_RealESRGAN.png,20
2642,6987,0887_RealESRGAN.png,0887_SwinIR.png,0887_RealESRGAN.png,13
2642,6987,0887_ResShift.png,0887_BSRGAN.png,0887_ResShift.png,18
2642,6987,0841_ResShift.png,0841_RealESRGAN.png,0841_ResShift.png,13
2642,6987,0841_BSRGAN.png,0841_ResShift.png,0841_ResShift.png,9
2642,6987,0841_SwinIR.png,0841_BSRGAN.png,0841_BSRGAN.png,16
2642,6987,0841_BSRGAN.png,0841_RealESRGAN.png,0841_RealESRGAN.png,23
2642,6987,0841_SwinIR.png,0841_RealESRGAN.png,0841_RealESRGAN.png,8
2642,6987,0841_SwinIR.png,0841_ResShift.png,0841_ResShift.png,18
2642,6987,0825_RealESRGAN.png,0825_SwinIR.png,0825_RealESRGAN.png,30
2642,6987,0825_RealESRGAN.png,0825_BSRGAN.png,0825_BSRGAN.png,18
2642,6987,0825_RealESRGAN.png,0825_ResShift.png,0825_RealESRGAN.png,18
2642,6987,0825_ResShift.png,0825_SwinIR.png,0825_ResShift.png,8
2642,6987,0825_ResShift.png,0825_BSRGAN.png,0825_ResShift.png,12
2642,6987,0825_BSRGAN.png,0825_SwinIR.png,0825_SwinIR.png,8
2642,6987,0819_RealESRGAN.png,0819_SwinIR.png,0819_RealESRGAN.png,17
2642,6987,0819_RealESRGAN.png,0819_ResShift.png,0819_RealESRGAN.png,17
2642,6987,0819_ResShift.png,0819_SwinIR.png,0819_SwinIR.png,23
2642,6987,0819_BSRGAN.png,0819_RealESRGAN.png,0819_RealESRGAN.png,10
2642,6987,0819_BSRGAN.png,0819_ResShift.png,0819_ResShift.png,7
2642,6987,0819_SwinIR.png,0819_BSRGAN.png,0819_SwinIR.png,5
2642,6987,0896_ResShift.png,0896_SwinIR.png,0896_SwinIR.png,25
2642,6987,0896_RealESRGAN.png,0896_ResShift.png,0896_RealESRGAN.png,8
2642,6987,0896_ResShift.png,0896_BSRGAN.png,0896_BSRGAN.png,6
2642,6987,0896_SwinIR.png,0896_RealESRGAN.png,0896_RealESRGAN.png,8
2642,6987,0896_BSRGAN.png,0896_RealESRGAN.png,0896_RealESRGAN.png,7
2642,6987,0896_BSRGAN.png,0896_SwinIR.png,0896_SwinIR.png,8
2642,6987,0837_BSRGAN.png,0837_SwinIR.png,0837_SwinIR.png,7
2642,6987,0837_ResShift.png,0837_SwinIR.png,0837_ResShift.png,7
2642,6987,0837_BSRGAN.png,0837_ResShift.png,0837_ResShift.png,2
2642,6987,0837_ResShift.png,0837_RealESRGAN.png,0837_ResShift.png,5
2642,6987,0837_BSRGAN.png,0837_RealESRGAN.png,0837_RealESRGAN.png,7
2642,6987,0837_RealESRGAN.png,0837_SwinIR.png,0837_SwinIR.png,11
2642,6987,0862_SwinIR.png,0862_BSRGAN.png,0862_SwinIR.png,13
2642,6987,0862_ResShift.png,0862_BSRGAN.png,0862_ResShift.png,9
2642,6987,0862_RealESRGAN.png,0862_BSRGAN.png,0862_BSRGAN.png,5
2642,6987,0862_SwinIR.png,0862_RealESRGAN.png,0862_SwinIR.png,6
2642,6987,0862_SwinIR.png,0862_ResShift.png,0862_SwinIR.png,6
2642,6987,0862_ResShift.png,0862_RealESRGAN.png,0862_RealESRGAN.png,5
2642,6987,0809_RealESRGAN.png,0809_SwinIR.png,0809_SwinIR.png,11
2642,6987,0809_SwinIR.png,0809_BSRGAN.png,0809_SwinIR.png,8
2642,6987,0809_ResShift.png,0809_RealESRGAN.png,0809_ResShift.png,3
2642,6987,0809_SwinIR.png,0809_ResShift.png,0809_SwinIR.png,6
2642,6987,0809_RealESRGAN.png,0809_BSRGAN.png,0809_BSRGAN.png,3
2642,6987,0809_BSRGAN.png,0809_ResShift.png,0809_ResShift.png,7
2642,6987,0814_RealESRGAN.png,0814_BSRGAN.png,0814_RealESRGAN.png,13
2642,6987,0814_RealESRGAN.png,0814_ResShift.png,0814_RealESRGAN.png,7
2642,6987,0814_BSRGAN.png,0814_ResShift.png,0814_ResShift.png,6
2642,6987,0814_BSRGAN.png,0814_SwinIR.png,0814_SwinIR.png,4
2642,6987,0814_SwinIR.png,0814_ResShift.png,0814_ResShift.png,4
2642,6987,0814_RealESRGAN.png,0814_SwinIR.png,0814_SwinIR.png,5
,,,,,
Inputs meta data,,,,,
id,input title,,,,
2517,Name,,,,
2518,Age,,,,
,,,,,
Inputs results,,,,,
observer,input title,answer,,,
2644,Name,akmaral,,,
2644,Age,24,,,
2562,Name,Muhammad Zeeshan,,,
2562,Age,26,,,
2562,Name,Kashif Ali,,,
2562,Age,25,,,
2562,Name,Mengstab,,,
2562,Age,29,,,
2644,Name,Lana,,,
2644,Age,23,,,
2642,Name,Abdullah Al Ryan,,,
2642,Age,25,,,
2642,Name,Anirban Das,,,
2642,Age,26,,,
2642,Name,Taekyung Kim,,,
2642,Age,26,,,
2642,Name,kimia,,,
2642,Age,27,,,
2642,Name,Anna,,,
2642,Age,23,,,
2642,Name,Thomas,,,
2642,Age,22,,,
2642,Name,putri,,,
2642,Age,23,,,
2642,Name,Luis,,,
2642,Age,25,,,
2642,Name,Christopher,,,
2642,Age,29,,,
2642,Name,Rosita Aguirre,,,
2642,Age,23,,,
